StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,CreatedOn,year,month
UTTAR PRADESH,KANPUR,PUSAD,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-07T07:22:00,2025,1
KARNATAKA,BELAGAVI,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about crop insurance for Groundnut?,2025-01-24T22:13:00,2025,1
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-01T09:38:00,2025,2
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about weather impact on Green gram?,2025-01-16T04:39:00,2025,1
UTTAR PRADESH,MEERUT,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-08T18:52:00,2025,2
UTTAR PRADESH,KANPUR,PAUNI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-26T07:57:00,2025,2
MADHYA PRADESH,UJJAIN,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-15T08:05:00,2025,2
UTTAR PRADESH,KANPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-26T21:18:00,2025,1
UTTAR PRADESH,MEERUT,SAKOLI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-02-22T04:37:00,2025,2
TELANGANA,WARANGAL,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about nutrient spray for flowering in Orange?,2025-01-28T18:55:00,2025,1
KARNATAKA,BELAGAVI,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-02T11:11:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-28T04:55:00,2025,1
MAHARASHTRA,LATUR,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about irrigation schedule for Maize?,2025-03-04T00:12:00,2025,3
MADHYA PRADESH,BHOPAL,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-24T16:38:00,2025,1
KARNATAKA,HUBBALLI,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-03-25T00:43:00,2025,3
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-20T19:02:00,2025,1
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Sesame?,2025-01-10T18:15:00,2025,1
MAHARASHTRA,LATUR,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-03-21T23:41:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Onion?,2025-03-06T11:31:00,2025,3
KARNATAKA,BELAGAVI,RALEGAON,NA,AGRICULTURE,Others,Others,Market,Farmer asked about disease management in Chilli?,2025-01-28T00:28:00,2025,1
MADHYA PRADESH,INDORE,SAKOLI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-11T05:05:00,2025,2
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-04T10:47:00,2025,3
MAHARASHTRA,AKOLA,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about market rate of Turmeric?,2025-01-31T16:28:00,2025,1
MADHYA PRADESH,UJJAIN,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-01-30T03:52:00,2025,1
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-14T23:48:00,2025,1
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-22T11:56:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-02-20T15:08:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about weed management in Watermelon?,2025-02-26T23:09:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-11T15:44:00,2025,3
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Turmeric?,2025-02-01T12:20:00,2025,2
MAHARASHTRA,NAGPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-28T17:40:00,2025,2
MAHARASHTRA,NAGPUR,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-03T16:11:00,2025,2
KARNATAKA,HUBBALLI,RALEGAON,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about irrigation schedule for Soybean?,2025-01-04T21:50:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-12T04:24:00,2025,3
TELANGANA,WARANGAL,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-16T08:51:00,2025,1
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about weather impact on Green gram?,2025-01-05T13:54:00,2025,1
TELANGANA,KARIMNAGAR,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about market rate of Pigeon pea?,2025-01-02T03:38:00,2025,1
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about suitable variety for Wheat?,2025-03-15T14:46:00,2025,3
MADHYA PRADESH,UJJAIN,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about pest control in Green gram?,2025-02-10T14:42:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about government subsidy for Orange?,2025-03-02T06:26:00,2025,3
MADHYA PRADESH,INDORE,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about fertilizer dose for Wheat?,2025-01-31T18:57:00,2025,1
MAHARASHTRA,WARDHA,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-13T12:40:00,2025,2
KARNATAKA,HUBBALLI,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about irrigation schedule for Bengal gram?,2025-03-24T18:50:00,2025,3
MADHYA PRADESH,UJJAIN,SAKOLI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Wheat?,2025-03-24T04:21:00,2025,3
KARNATAKA,MYSURU,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Cotton?,2025-03-09T00:50:00,2025,3
TELANGANA,KARIMNAGAR,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about weed management in Chilli?,2025-03-24T13:19:00,2025,3
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Groundnut?,2025-01-21T09:07:00,2025,1
KARNATAKA,HUBBALLI,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about fertilizer dose for Wheat?,2025-01-23T05:35:00,2025,1
KARNATAKA,BELAGAVI,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about government subsidy for Green gram?,2025-01-22T19:42:00,2025,1
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about disease management in Maize?,2025-03-25T01:51:00,2025,3
KARNATAKA,MYSURU,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about government subsidy for Sesame?,2025-03-02T20:31:00,2025,3
TELANGANA,KARIMNAGAR,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about disease management in Bengal gram?,2025-03-17T05:01:00,2025,3
KARNATAKA,HUBBALLI,MOHADI,NA,HORTICULTURE,Others,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-02T07:15:00,2025,1
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked query on Weather,2025-03-19T13:59:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weather impact on Orange?,2025-02-20T16:52:00,2025,2
KARNATAKA,MYSURU,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-01-17T02:10:00,2025,1
MAHARASHTRA,AKOLA,RALEGAON,NA,AGRICULTURE,Others,Others,Market,Farmer asked about government subsidy for Orange?,2025-02-10T19:42:00,2025,2
UTTAR PRADESH,KANPUR,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-03T11:52:00,2025,2
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Chilli?,2025-01-25T14:34:00,2025,1
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-09T09:23:00,2025,2
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-23T08:44:00,2025,1
UTTAR PRADESH,MEERUT,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about disease management in Turmeric?,2025-02-19T09:16:00,2025,2
MADHYA PRADESH,UJJAIN,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Wheat?,2025-01-11T11:01:00,2025,1
KARNATAKA,HUBBALLI,RALEGAON,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-01-01T22:57:00,2025,1
MADHYA PRADESH,INDORE,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Green gram?,2025-03-05T21:36:00,2025,3
TELANGANA,WARANGAL,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about sowing time of Groundnut?,2025-02-04T20:09:00,2025,2
UTTAR PRADESH,MEERUT,PAUNI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about suitable variety for Green gram?,2025-02-02T12:38:00,2025,2
MAHARASHTRA,LATUR,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about suitable variety for Turmeric?,2025-03-06T18:05:00,2025,3
MAHARASHTRA,NAGPUR,PAUNI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-23T09:07:00,2025,1
MAHARASHTRA,NAGPUR,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weather impact on Turmeric?,2025-02-20T00:35:00,2025,2
KARNATAKA,MYSURU,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about government subsidy for Groundnut?,2025-01-16T19:00:00,2025,1
UTTAR PRADESH,KANPUR,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about nutrient spray for flowering in Onion?,2025-03-21T13:12:00,2025,3
UTTAR PRADESH,KANPUR,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about weather impact on Sugarcane?,2025-02-13T20:32:00,2025,2
MADHYA PRADESH,BHOPAL,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-23T02:18:00,2025,2
MAHARASHTRA,NAGPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about nutrient spray for flowering in Orange?,2025-02-06T03:55:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about irrigation schedule for Sugarcane?,2025-01-28T19:20:00,2025,1
MADHYA PRADESH,INDORE,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about suitable variety for Wheat?,2025-03-21T21:45:00,2025,3
MADHYA PRADESH,BHOPAL,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about crop insurance for Rice?,2025-02-27T00:27:00,2025,2
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-03T09:55:00,2025,3
MAHARASHTRA,YAVATMAL,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about irrigation schedule for Turmeric?,2025-01-15T22:06:00,2025,1
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about weather impact on Chilli?,2025-03-22T18:23:00,2025,3
TELANGANA,WARANGAL,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about sowing time of Orange?,2025-01-22T09:42:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about market rate of Sesame?,2025-01-17T19:15:00,2025,1
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about irrigation schedule for Rice?,2025-03-21T00:13:00,2025,3
KARNATAKA,MYSURU,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-02-27T03:12:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-28T11:21:00,2025,2
UTTAR PRADESH,MEERUT,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about sowing time of Maize?,2025-02-21T18:37:00,2025,2
UTTAR PRADESH,MEERUT,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Soybean?,2025-03-20T16:59:00,2025,3
UTTAR PRADESH,MEERUT,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-03T23:28:00,2025,2
MAHARASHTRA,AKOLA,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about suitable variety for Green gram?,2025-03-17T22:59:00,2025,3
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-11T03:22:00,2025,3
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about storage method for Watermelon?,2025-01-04T17:58:00,2025,1
MADHYA PRADESH,BHOPAL,PAUNI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-15T13:47:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-18T13:11:00,2025,1
KARNATAKA,BELAGAVI,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-29T04:21:00,2025,1
UTTAR PRADESH,LUCKNOW,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about crop insurance for Cotton?,2025-01-15T10:57:00,2025,1
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-19T04:59:00,2025,2
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about market rate of Wheat?,2025-01-04T18:42:00,2025,1
MADHYA PRADESH,INDORE,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-03-16T10:57:00,2025,3
MAHARASHTRA,NAGPUR,SAKOLI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-07T04:02:00,2025,3
MAHARASHTRA,LATUR,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-02-01T00:15:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-27T09:29:00,2025,1
UTTAR PRADESH,KANPUR,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about pest control in Cotton?,2025-01-28T23:58:00,2025,1
MADHYA PRADESH,UJJAIN,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-21T22:20:00,2025,3
UTTAR PRADESH,MEERUT,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about sowing time of Green gram?,2025-03-06T13:16:00,2025,3
MADHYA PRADESH,INDORE,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-28T23:31:00,2025,2
MADHYA PRADESH,UJJAIN,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-21T05:39:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about pest control in Bengal gram?,2025-02-28T20:44:00,2025,2
MADHYA PRADESH,UJJAIN,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about disease management in Tomato?,2025-01-16T15:28:00,2025,1
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Sugarcane?,2025-03-15T16:02:00,2025,3
TELANGANA,WARANGAL,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-03T13:21:00,2025,3
MAHARASHTRA,LATUR,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-27T21:59:00,2025,2
KARNATAKA,BELAGAVI,PUSAD,NA,AGRICULTURE,Others,Others,Market,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-07T21:36:00,2025,1
KARNATAKA,HUBBALLI,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-23T14:54:00,2025,3
MAHARASHTRA,NAGPUR,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-01T09:27:00,2025,1
MADHYA PRADESH,UJJAIN,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about weed management in Sugarcane?,2025-02-03T05:24:00,2025,2
MAHARASHTRA,AKOLA,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-29T22:49:00,2025,1
MAHARASHTRA,WARDHA,MOHADI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about fertilizer dose for Turmeric?,2025-01-05T23:09:00,2025,1
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-24T18:53:00,2025,3
MADHYA PRADESH,BHOPAL,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about suitable variety for Onion?,2025-02-22T08:56:00,2025,2
MADHYA PRADESH,INDORE,PAUNI,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-08T05:40:00,2025,3
MADHYA PRADESH,UJJAIN,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-12T00:50:00,2025,1
MAHARASHTRA,NAGPUR,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about market rate of Sugarcane?,2025-03-09T14:36:00,2025,3
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-26T00:15:00,2025,2
MADHYA PRADESH,UJJAIN,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about fertilizer dose for Maize?,2025-03-15T03:08:00,2025,3
MAHARASHTRA,YAVATMAL,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about crop insurance for Sugarcane?,2025-03-13T06:55:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Maize?,2025-03-10T15:40:00,2025,3
MAHARASHTRA,AKOLA,MOHADI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-01T23:40:00,2025,3
MAHARASHTRA,LATUR,RALEGAON,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about fertilizer dose for Maize?,2025-02-07T15:28:00,2025,2
MAHARASHTRA,AKOLA,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-24T16:03:00,2025,2
MAHARASHTRA,WARDHA,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about post harvest management in turmeric seed storage ?,2025-02-07T19:30:00,2025,2
MADHYA PRADESH,BHOPAL,UMARKHED,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-01-05T08:58:00,2025,1
MADHYA PRADESH,INDORE,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-30T13:52:00,2025,1
KARNATAKA,MYSURU,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about weed management in Watermelon?,2025-03-01T22:43:00,2025,3
TELANGANA,WARANGAL,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-17T11:23:00,2025,2
MADHYA PRADESH,UJJAIN,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-01-16T18:57:00,2025,1
TELANGANA,WARANGAL,PUSAD,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about suitable variety for Sugarcane?,2025-01-21T11:08:00,2025,1
KARNATAKA,BELAGAVI,RALEGAON,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about fertilizer dose for Green gram?,2025-01-04T08:34:00,2025,1
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about storage method for Soybean?,2025-02-19T02:33:00,2025,2
KARNATAKA,HUBBALLI,PUSAD,NA,HORTICULTURE,Others,Others,Weather,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-11T12:52:00,2025,2
TELANGANA,WARANGAL,PAUNI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-12T16:46:00,2025,3
MAHARASHTRA,NAGPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-07T17:40:00,2025,1
MAHARASHTRA,WARDHA,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Bengal gram?,2025-03-15T03:22:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-09T07:08:00,2025,3
MADHYA PRADESH,UJJAIN,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Tomato?,2025-03-23T21:40:00,2025,3
UTTAR PRADESH,MEERUT,RALEGAON,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-05T15:48:00,2025,1
UTTAR PRADESH,MEERUT,UMARKHED,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-20T09:35:00,2025,1
